x	y	line_id
62.615	83.201	0131-0058
62.546	83.128	0131-0058
62.477	83.056	0131-0058
62.408	82.984	0131-0058
62.339	82.911	0131-0058
62.270	82.839	0131-0058
62.201	82.767	0131-0058
62.132	82.694	0131-0058
62.039	82.657	0131-0058
61.945	82.623	0131-0058
61.850	82.590	0131-0058
61.756	82.556	0131-0058
61.662	82.523	0131-0058
61.568	82.490	0131-0058
61.473	82.456	0131-0058
61.379	82.423	0131-0058
61.285	82.389	0131-0058
61.191	82.356	0131-0058
61.097	82.322	0131-0058
61.002	82.289	0131-0058
60.908	82.255	0131-0058
60.814	82.222	0131-0058
60.720	82.188	0131-0058
60.625	82.155	0131-0058
60.531	82.121	0131-0058
60.437	82.088	0131-0058
60.343	82.054	0131-0058
60.248	82.021	0131-0058
60.154	81.987	0131-0058
60.060	81.954	0131-0058
59.966	81.920	0131-0058
59.872	81.887	0131-0058
59.777	81.853	0131-0058
59.683	81.820	0131-0058
59.589	81.787	0131-0058
59.495	81.753	0131-0058
59.400	81.720	0131-0058
59.306	81.686	0131-0058
59.212	81.653	0131-0058
59.118	81.619	0131-0058
59.024	81.586	0131-0058
58.929	81.552	0131-0058
58.835	81.519	0131-0058
58.741	81.485	0131-0058
58.647	81.452	0131-0058
58.552	81.418	0131-0058
58.458	81.385	0131-0058
58.364	81.351	0131-0058
58.270	81.318	0131-0058
58.175	81.284	0131-0058
58.081	81.251	0131-0058
57.987	81.217	0131-0058
57.893	81.184	0131-0058
57.799	81.150	0131-0058
57.704	81.117	0131-0058
57.610	81.084	0131-0058
57.516	81.050	0131-0058
57.422	81.017	0131-0058
57.323	80.998	0131-0058
57.223	80.994	0131-0058
57.123	80.990	0131-0058
57.024	80.986	0131-0058
56.924	80.982	0131-0058
56.824	80.978	0131-0058
56.724	80.974	0131-0058
56.624	80.971	0131-0058
56.524	80.967	0131-0058
56.424	80.963	0131-0058
56.324	80.959	0131-0058
56.224	80.955	0131-0058
56.124	80.951	0131-0058
56.024	80.947	0131-0058
55.924	80.943	0131-0058
55.824	80.939	0131-0058
55.725	80.935	0131-0058
55.625	80.931	0131-0058
55.525	80.927	0131-0058
55.425	80.924	0131-0058
55.325	80.920	0131-0058
55.225	80.916	0131-0058
55.125	80.912	0131-0058
55.025	80.908	0131-0058
54.925	80.904	0131-0058
54.825	80.900	0131-0058
54.725	80.896	0131-0058
54.625	80.892	0131-0058
54.525	80.888	0131-0058
54.426	80.884	0131-0058
54.326	80.880	0131-0058
54.226	80.876	0131-0058
54.127	80.891	0131-0058
54.030	80.917	0131-0058
53.934	80.943	0131-0058
53.837	80.969	0131-0058
53.741	80.995	0131-0058
53.644	81.021	0131-0058
53.547	81.047	0131-0058
53.451	81.073	0131-0058
53.354	81.099	0131-0058
53.258	81.125	0131-0058
53.161	81.151	0131-0058
53.065	81.177	0131-0058
52.968	81.203	0131-0058
52.872	81.229	0131-0058
52.775	81.255	0131-0058
52.678	81.281	0131-0058
52.582	81.307	0131-0058
52.485	81.333	0131-0058
52.389	81.359	0131-0058
52.292	81.385	0131-0058
52.196	81.411	0131-0058
52.099	81.437	0131-0058
52.002	81.463	0131-0058
51.906	81.489	0131-0058
51.809	81.515	0131-0058
51.713	81.541	0131-0058
51.616	81.567	0131-0058
51.520	81.593	0131-0058
51.423	81.619	0131-0058
51.327	81.645	0131-0058
51.230	81.671	0131-0058
51.133	81.697	0131-0058
51.037	81.723	0131-0058
50.940	81.749	0131-0058
50.888	81.835	0131-0058
50.838	81.921	0131-0058
50.787	82.007	0131-0058
50.737	82.093	0131-0058
50.686	82.180	0131-0058
50.636	82.266	0131-0058
50.585	82.352	0131-0058
50.535	82.439	0131-0058
50.484	82.525	0131-0058
50.434	82.611	0131-0058
50.383	82.698	0131-0058
50.333	82.784	0131-0058
50.282	82.870	0131-0058
50.232	82.957	0131-0058
50.181	83.043	0131-0058
50.131	83.129	0131-0058
50.080	83.216	0131-0058
50.030	83.302	0131-0058
49.979	83.388	0131-0058
49.929	83.475	0131-0058
49.878	83.561	0131-0058
49.828	83.647	0131-0058
49.777	83.734	0131-0058
49.727	83.820	0131-0058
49.676	83.906	0131-0058
49.626	83.993	0131-0058
49.575	84.079	0131-0058
49.525	84.165	0131-0058
49.474	84.251	0131-0058
49.424	84.338	0131-0058
49.373	84.424	0131-0058
49.323	84.510	0131-0058
49.272	84.597	0131-0058
49.222	84.683	0131-0058
49.171	84.769	0131-0058
49.121	84.856	0131-0058
49.070	84.942	0131-0058
49.020	85.028	0131-0058
49.026	85.128	0131-0058
49.063	85.221	0131-0058
49.100	85.314	0131-0058
49.136	85.407	0131-0058
49.173	85.500	0131-0058
49.210	85.593	0131-0058
49.247	85.686	0131-0058
49.284	85.779	0131-0058
49.320	85.872	0131-0058
49.357	85.965	0131-0058
49.394	86.058	0131-0058
49.431	86.151	0131-0058
49.468	86.244	0131-0058
49.504	86.337	0131-0058
49.541	86.430	0131-0058
49.578	86.523	0131-0058
49.615	86.616	0131-0058
49.652	86.709	0131-0058
49.688	86.802	0131-0058
49.725	86.895	0131-0058
49.762	86.988	0131-0058
49.799	87.081	0131-0058
49.836	87.174	0131-0058
49.872	87.267	0131-0058
49.909	87.360	0131-0058
49.946	87.453	0131-0058
49.983	87.546	0131-0058
50.020	87.639	0131-0058
50.057	87.732	0131-0058
50.093	87.825	0131-0058
50.130	87.918	0131-0058
50.167	88.011	0131-0058
50.217	88.097	0131-0058
50.281	88.174	0131-0058
50.345	88.251	0131-0058
50.409	88.328	0131-0058
50.473	88.405	0131-0058
50.537	88.481	0131-0058
50.601	88.558	0131-0058
50.665	88.635	0131-0058
50.729	88.712	0131-0058
50.793	88.789	0131-0058
50.857	88.866	0131-0058
50.921	88.942	0131-0058
50.985	89.019	0131-0058
51.049	89.096	0131-0058
51.113	89.173	0131-0058
51.177	89.250	0131-0058
51.241	89.327	0131-0058
51.305	89.403	0131-0058
51.369	89.480	0131-0058
51.433	89.557	0131-0058
51.497	89.634	0131-0058
51.561	89.711	0131-0058
51.625	89.787	0131-0058
51.689	89.864	0131-0058
51.753	89.941	0131-0058
51.817	90.018	0131-0058
51.881	90.095	0131-0058
51.945	90.172	0131-0058
52.009	90.248	0131-0058
52.073	90.325	0131-0058
52.137	90.402	0131-0058
52.201	90.479	0131-0058
52.265	90.556	0131-0058
52.329	90.632	0131-0058
52.397	90.706	0131-0058
52.475	90.769	0131-0058
52.552	90.833	0131-0058
52.629	90.896	0131-0058
52.706	90.959	0131-0058
52.784	91.023	0131-0058
52.861	91.086	0131-0058
52.938	91.150	0131-0058
53.016	91.213	0131-0058
53.093	91.277	0131-0058
53.170	91.340	0131-0058
53.248	91.403	0131-0058
53.325	91.467	0131-0058
53.402	91.530	0131-0058
53.480	91.594	0131-0058
53.557	91.657	0131-0058
53.634	91.721	0131-0058
53.711	91.784	0131-0058
53.789	91.848	0131-0058
53.866	91.911	0131-0058
53.943	91.974	0131-0058
54.021	92.038	0131-0058
54.098	92.101	0131-0058
54.175	92.165	0131-0058
54.253	92.228	0131-0058
54.330	92.292	0131-0058
54.407	92.355	0131-0058
54.485	92.418	0131-0058
54.562	92.482	0131-0058
54.639	92.545	0131-0058
54.716	92.609	0131-0058
54.794	92.672	0131-0058
54.869	92.738	0131-0058
54.943	92.805	0131-0058
55.017	92.873	0131-0058
55.091	92.940	0131-0058
55.165	93.007	0131-0058
55.239	93.074	0131-0058
55.314	93.141	0131-0058
55.388	93.208	0131-0058
55.462	93.275	0131-0058
55.536	93.342	0131-0058
55.610	93.409	0131-0058
55.684	93.476	0131-0058
55.759	93.543	0131-0058
55.833	93.611	0131-0058
55.907	93.678	0131-0058
55.981	93.745	0131-0058
56.055	93.812	0131-0058
56.129	93.879	0131-0058
56.203	93.946	0131-0058
56.278	94.013	0131-0058
56.352	94.080	0131-0058
56.426	94.147	0131-0058
56.500	94.214	0131-0058
56.574	94.281	0131-0058
56.648	94.349	0131-0058
56.723	94.416	0131-0058
56.797	94.483	0131-0058
56.871	94.550	0131-0058
56.945	94.617	0131-0058
57.019	94.684	0131-0058
57.093	94.751	0131-0058
57.167	94.818	0131-0058
57.242	94.885	0131-0058
57.316	94.952	0131-0058
57.390	95.019	0131-0058
57.459	95.091	0131-0058
57.520	95.171	0131-0058
57.581	95.251	0131-0058
57.641	95.330	0131-0058
57.702	95.410	0131-0058
57.762	95.489	0131-0058
57.823	95.569	0131-0058
57.883	95.648	0131-0058
57.944	95.728	0131-0058
58.004	95.808	0131-0058
58.065	95.887	0131-0058
58.126	95.967	0131-0058
58.186	96.046	0131-0058
58.247	96.126	0131-0058
58.307	96.205	0131-0058
58.368	96.285	0131-0058
58.428	96.365	0131-0058
58.489	96.444	0131-0058
58.549	96.524	0131-0058
58.610	96.603	0131-0058
58.670	96.683	0131-0058
58.731	96.763	0131-0058
58.792	96.842	0131-0058
58.852	96.922	0131-0058
58.913	97.001	0131-0058
58.973	97.081	0131-0058
59.034	97.160	0131-0058
59.094	97.240	0131-0058
59.155	97.320	0131-0058
59.215	97.399	0131-0058
59.276	97.479	0131-0058
59.337	97.558	0131-0058
59.397	97.638	0131-0058
59.458	97.718	0131-0058
59.518	97.797	0131-0058
59.579	97.877	0131-0058
59.633	97.961	0131-0058
59.663	98.056	0131-0058
59.694	98.151	0131-0058
59.724	98.247	0131-0058
59.755	98.342	0131-0058
59.786	98.437	0131-0058
59.816	98.532	0131-0058
59.847	98.627	0131-0058
59.877	98.723	0131-0058
59.908	98.818	0131-0058
59.939	98.913	0131-0058
59.969	99.008	0131-0058
60.000	99.103	0131-0058
60.030	99.199	0131-0058
60.061	99.294	0131-0058
60.092	99.389	0131-0058
60.122	99.484	0131-0058
60.153	99.579	0131-0058
60.183	99.675	0131-0058
60.137	99.763	0131-0058
60.082	99.846	0131-0058
60.026	99.930	0131-0058
59.971	100.013	0131-0058
59.915	100.096	0131-0058
59.860	100.179	0131-0058
59.804	100.262	0131-0058
59.749	100.346	0131-0058
59.693	100.429	0131-0058
59.638	100.512	0131-0058
59.582	100.595	0131-0058
59.527	100.679	0131-0058
59.471	100.762	0131-0058
59.416	100.845	0131-0058
59.360	100.928	0131-0058
59.305	101.011	0131-0058
59.249	101.095	0131-0058
59.194	101.178	0131-0058
59.139	101.261	0131-0058
59.083	101.344	0131-0058
59.028	101.427	0131-0058
58.972	101.511	0131-0058
58.892	101.570	0131-0058
58.793	101.587	0131-0058
58.695	101.604	0131-0058
58.596	101.621	0131-0058
58.498	101.638	0131-0058
58.399	101.655	0131-0058
58.301	101.672	0131-0058
58.202	101.689	0131-0058
58.104	101.706	0131-0058
58.005	101.723	0131-0058
57.906	101.740	0131-0058
57.808	101.757	0131-0058
57.709	101.774	0131-0058
57.611	101.791	0131-0058
57.512	101.808	0131-0058
57.414	101.825	0131-0058
57.315	101.842	0131-0058
57.217	101.859	0131-0058
57.118	101.872	0131-0058
57.024	101.838	0131-0058
56.930	101.803	0131-0058
56.836	101.769	0131-0058
56.742	101.735	0131-0058
56.648	101.700	0131-0058
56.554	101.666	0131-0058
56.460	101.631	0131-0058
56.366	101.597	0131-0058
56.273	101.562	0131-0058
56.179	101.528	0131-0058
56.085	101.494	0131-0058
55.991	101.459	0131-0058
55.897	101.425	0131-0058
55.803	101.390	0131-0058
55.709	101.356	0131-0058
55.615	101.321	0131-0058
55.521	101.287	0131-0058
55.428	101.253	0131-0058
55.334	101.218	0131-0058
55.240	101.184	0131-0058
55.146	101.149	0131-0058
55.052	101.115	0131-0058
54.958	101.080	0131-0058
54.864	101.046	0131-0058
54.770	101.012	0131-0058
54.676	100.977	0131-0058
54.583	100.943	0131-0058
54.489	100.908	0131-0058
54.395	100.874	0131-0058
54.301	100.839	0131-0058
54.207	100.805	0131-0058
54.113	100.771	0131-0058
54.019	100.736	0131-0058
53.925	100.702	0131-0058
53.831	100.667	0131-0058
53.738	100.633	0131-0058
53.644	100.599	0131-0058
53.550	100.564	0131-0058
53.456	100.530	0131-0058
53.362	100.495	0131-0058
53.269	100.459	0131-0058
53.176	100.422	0131-0058
53.083	100.386	0131-0058
52.989	100.350	0131-0058
52.896	100.313	0131-0058
52.803	100.277	0131-0058
52.710	100.240	0131-0058
52.617	100.204	0131-0058
52.524	100.168	0131-0058
52.431	100.131	0131-0058
52.337	100.095	0131-0058
52.244	100.059	0131-0058
52.151	100.022	0131-0058
52.058	99.986	0131-0058
51.965	99.950	0131-0058
51.872	99.913	0131-0058
51.778	99.877	0131-0058
51.685	99.841	0131-0058
51.592	99.804	0131-0058
51.499	99.768	0131-0058
51.406	99.732	0131-0058
51.313	99.695	0131-0058
51.219	99.659	0131-0058
51.126	99.622	0131-0058
51.033	99.586	0131-0058
50.940	99.550	0131-0058
50.847	99.513	0131-0058
50.757	99.470	0131-0058
50.669	99.421	0131-0058
50.582	99.373	0131-0058
50.494	99.325	0131-0058
50.406	99.277	0131-0058
50.319	99.229	0131-0058
50.231	99.181	0131-0058
50.143	99.133	0131-0058
50.056	99.085	0131-0058
49.968	99.037	0131-0058
49.880	98.989	0131-0058
49.792	98.941	0131-0058
49.705	98.893	0131-0058
49.617	98.844	0131-0058
49.529	98.796	0131-0058
49.442	98.748	0131-0058
49.354	98.700	0131-0058
49.266	98.652	0131-0058
49.179	98.604	0131-0058
49.091	98.556	0131-0058
49.003	98.508	0131-0058
48.916	98.460	0131-0058
48.828	98.412	0131-0058
48.740	98.364	0131-0058
48.653	98.316	0131-0058
48.565	98.267	0131-0058
48.477	98.219	0131-0058
48.390	98.171	0131-0058
48.302	98.123	0131-0058
48.214	98.075	0131-0058
48.127	98.027	0131-0058
48.039	97.979	0131-0058
47.951	97.931	0131-0058
47.864	97.883	0131-0058
47.776	97.835	0131-0058
47.688	97.787	0131-0058
47.600	97.739	0131-0058
47.513	97.690	0131-0058
47.425	97.642	0131-0058
47.337	97.594	0131-0058
47.250	97.546	0131-0058
47.162	97.498	0131-0058
47.074	97.450	0131-0058
46.987	97.402	0131-0058
46.897	97.357	0131-0058
46.806	97.317	0131-0058
46.715	97.276	0131-0058
46.623	97.235	0131-0058
46.532	97.195	0131-0058
46.440	97.154	0131-0058
46.349	97.113	0131-0058
46.258	97.073	0131-0058
46.166	97.032	0131-0058
46.075	96.992	0131-0058
45.983	96.951	0131-0058
45.892	96.910	0131-0058
45.801	96.870	0131-0058
45.709	96.829	0131-0058
45.618	96.789	0131-0058
45.527	96.748	0131-0058
45.435	96.707	0131-0058
45.344	96.667	0131-0058
45.252	96.626	0131-0058
45.161	96.585	0131-0058
45.070	96.545	0131-0058
44.978	96.504	0131-0058
44.887	96.464	0131-0058
44.796	96.423	0131-0058
44.704	96.382	0131-0058
44.613	96.342	0131-0058
44.521	96.301	0131-0058
44.430	96.261	0131-0058
44.339	96.220	0131-0058
44.247	96.179	0131-0058
44.156	96.139	0131-0058
44.064	96.098	0131-0058
43.973	96.057	0131-0058
43.882	96.017	0131-0058
43.790	95.976	0131-0058
43.699	95.936	0131-0058
43.608	95.895	0131-0058
43.516	95.854	0131-0058
43.425	95.814	0131-0058
43.333	95.773	0131-0058
43.242	95.733	0131-0058
43.151	95.692	0131-0058
43.059	95.651	0131-0058
42.966	95.617	0131-0058
42.868	95.593	0131-0058
42.771	95.569	0131-0058
42.674	95.546	0131-0058
42.577	95.522	0131-0058
42.480	95.498	0131-0058
42.383	95.474	0131-0058
42.285	95.451	0131-0058
42.188	95.427	0131-0058
42.091	95.403	0131-0058
41.994	95.380	0131-0058
41.897	95.356	0131-0058
41.800	95.332	0131-0058
41.703	95.309	0131-0058
41.605	95.285	0131-0058
41.508	95.261	0131-0058
41.411	95.237	0131-0058
41.314	95.214	0131-0058
41.217	95.190	0131-0058
41.120	95.166	0131-0058
41.022	95.143	0131-0058
40.925	95.119	0131-0058
40.828	95.095	0131-0058
40.731	95.072	0131-0058
40.634	95.048	0131-0058
40.537	95.024	0131-0058
40.440	95.001	0131-0058
40.340	95.004	0131-0058
40.240	95.008	0131-0058
40.140	95.012	0131-0058
40.040	95.016	0131-0058
39.940	95.020	0131-0058
39.840	95.024	0131-0058
39.740	95.028	0131-0058
39.640	95.033	0131-0058
39.540	95.037	0131-0058
39.440	95.041	0131-0058
39.340	95.045	0131-0058
39.241	95.049	0131-0058
39.141	95.053	0131-0058
39.041	95.057	0131-0058
38.941	95.061	0131-0058
38.841	95.065	0131-0058
38.741	95.069	0131-0058
38.641	95.073	0131-0058
38.541	95.077	0131-0058
38.441	95.081	0131-0058
38.341	95.086	0131-0058
38.241	95.090	0131-0058
38.141	95.094	0131-0058
38.042	95.098	0131-0058
37.942	95.102	0131-0058
37.842	95.106	0131-0058
37.742	95.110	0131-0058
37.642	95.114	0131-0058
37.542	95.118	0131-0058
37.442	95.122	0131-0058
37.343	95.133	0131-0058
37.245	95.157	0131-0058
37.148	95.180	0131-0058
37.051	95.204	0131-0058
36.954	95.228	0131-0058
36.857	95.251	0131-0058
36.760	95.275	0131-0058
36.663	95.299	0131-0058
36.565	95.322	0131-0058
36.468	95.346	0131-0058
36.371	95.370	0131-0058
36.274	95.393	0131-0058
36.177	95.417	0131-0058
36.080	95.441	0131-0058
35.982	95.464	0131-0058
35.885	95.488	0131-0058
35.788	95.512	0131-0058
35.691	95.535	0131-0058
35.594	95.559	0131-0058
35.497	95.583	0131-0058
35.399	95.606	0131-0058
35.302	95.630	0131-0058
35.205	95.654	0131-0058
35.108	95.677	0131-0058
35.011	95.701	0131-0058
34.914	95.725	0131-0058
34.817	95.748	0131-0058
34.719	95.772	0131-0058
34.622	95.796	0131-0058
34.525	95.820	0131-0058
34.428	95.843	0131-0058
34.331	95.867	0131-0058
34.234	95.891	0131-0058
34.136	95.914	0131-0058
34.039	95.938	0131-0058
33.942	95.962	0131-0058
33.845	95.985	0131-0058
33.748	96.009	0131-0058
33.651	96.033	0131-0058
33.554	96.056	0131-0058
33.456	96.080	0131-0058
33.359	96.104	0131-0058
33.262	96.127	0131-0058
33.165	96.151	0131-0058
33.068	96.175	0131-0058
32.971	96.198	0131-0058
32.873	96.222	0131-0058
32.776	96.246	0131-0058
32.679	96.269	0131-0058
32.582	96.293	0131-0058
32.485	96.317	0131-0058
32.389	96.346	0131-0058
32.298	96.386	0131-0058
32.206	96.426	0131-0058
32.115	96.467	0131-0058
32.023	96.507	0131-0058
31.932	96.548	0131-0058
31.840	96.588	0131-0058
31.749	96.629	0131-0058
31.657	96.669	0131-0058
31.566	96.710	0131-0058
31.475	96.750	0131-0058
31.383	96.791	0131-0058
31.292	96.831	0131-0058
31.200	96.871	0131-0058
31.109	96.912	0131-0058
31.017	96.952	0131-0058
30.926	96.993	0131-0058
30.834	97.033	0131-0058
30.743	97.074	0131-0058
30.651	97.114	0131-0058
30.560	97.155	0131-0058
30.469	97.195	0131-0058
30.377	97.235	0131-0058
30.286	97.276	0131-0058
30.194	97.316	0131-0058
30.103	97.357	0131-0058
30.011	97.397	0131-0058
29.920	97.438	0131-0058
29.828	97.478	0131-0058
29.737	97.519	0131-0058
29.645	97.559	0131-0058
29.554	97.600	0131-0058
29.463	97.640	0131-0058
29.371	97.680	0131-0058
29.280	97.721	0131-0058
29.188	97.761	0131-0058
29.097	97.802	0131-0058
29.005	97.842	0131-0058
28.914	97.883	0131-0058
28.822	97.923	0131-0058
28.731	97.964	0131-0058
28.639	98.004	0131-0058
28.548	98.044	0131-0058
28.457	98.085	0131-0058
28.365	98.125	0131-0058
28.274	98.166	0131-0058
28.182	98.206	0131-0058
28.091	98.247	0131-0058
27.999	98.287	0131-0058
27.908	98.328	0131-0058
27.816	98.368	0131-0058
27.725	98.409	0131-0058
27.633	98.449	0131-0058
27.542	98.489	0131-0058
27.451	98.530	0131-0058
27.359	98.570	0131-0058
27.268	98.611	0131-0058
27.176	98.651	0131-0058
27.085	98.692	0131-0058
26.993	98.732	0131-0058
26.902	98.773	0131-0058
26.810	98.813	0131-0058
26.719	98.853	0131-0058
26.627	98.894	0131-0058
26.536	98.934	0131-0058
26.445	98.975	0131-0058
26.353	99.015	0131-0058
26.262	99.056	0131-0058
26.170	99.096	0131-0058
26.079	99.137	0131-0058
25.987	99.177	0131-0058
25.896	99.218	0131-0058
25.804	99.258	0131-0058
25.713	99.298	0131-0058
25.621	99.339	0131-0058
25.530	99.379	0131-0058
25.439	99.420	0131-0058
25.347	99.460	0131-0058
25.256	99.501	0131-0058
25.164	99.541	0131-0058
25.073	99.582	0131-0058
24.981	99.622	0131-0058
24.890	99.662	0131-0058
24.798	99.703	0131-0058
24.707	99.743	0131-0058
24.615	99.784	0131-0058
24.524	99.824	0131-0058
24.433	99.865	0131-0058
24.341	99.905	0131-0058
24.250	99.946	0131-0058
24.158	99.986	0131-0058
24.067	100.027	0131-0058
23.975	100.067	0131-0058
23.884	100.107	0131-0058
23.792	100.148	0131-0058
23.703	100.192	0131-0058
23.615	100.239	0131-0058
23.526	100.287	0131-0058
23.438	100.334	0131-0058
23.350	100.381	0131-0058
23.262	100.428	0131-0058
23.174	100.476	0131-0058
23.086	100.523	0131-0058
22.998	100.570	0131-0058
22.910	100.617	0131-0058
22.821	100.665	0131-0058
22.733	100.712	0131-0058
22.645	100.759	0131-0058
22.557	100.806	0131-0058
22.469	100.854	0131-0058
22.381	100.901	0131-0058
22.293	100.948	0131-0058
22.204	100.995	0131-0058
22.116	101.043	0131-0058
22.028	101.090	0131-0058
21.940	101.137	0131-0058
21.852	101.184	0131-0058
21.764	101.232	0131-0058
21.676	101.279	0131-0058
21.588	101.326	0131-0058
21.499	101.373	0131-0058
21.411	101.421	0131-0058
21.323	101.468	0131-0058
21.235	101.515	0131-0058
21.147	101.563	0131-0058
21.059	101.610	0131-0058
20.971	101.657	0131-0058
20.883	101.704	0131-0058
20.794	101.752	0131-0058
20.706	101.799	0131-0058
20.618	101.846	0131-0058
20.530	101.893	0131-0058
20.442	101.941	0131-0058
20.354	101.988	0131-0058
20.266	102.035	0131-0058
20.178	102.082	0131-0058
20.089	102.130	0131-0058
20.001	102.177	0131-0058
19.913	102.224	0131-0058
19.825	102.271	0131-0058
19.737	102.319	0131-0058
19.649	102.366	0131-0058
19.561	102.413	0131-0058
19.472	102.460	0131-0058
19.384	102.508	0131-0058
19.296	102.555	0131-0058
19.208	102.602	0131-0058
19.120	102.649	0131-0058
19.032	102.697	0131-0058
18.944	102.744	0131-0058
18.856	102.791	0131-0058
18.767	102.838	0131-0058
18.679	102.886	0131-0058
18.591	102.933	0131-0058
18.503	102.980	0131-0058
18.415	103.027	0131-0058
18.327	103.075	0131-0058
18.239	103.122	0131-0058
18.151	103.169	0131-0058
18.062	103.217	0131-0058
17.984	103.278	0131-0058
17.933	103.364	0131-0058
17.883	103.451	0131-0058
17.832	103.537	0131-0058
17.782	103.624	0131-0058
17.732	103.710	0131-0058
17.681	103.796	0131-0058
17.631	103.883	0131-0058
17.581	103.969	0131-0058
17.530	104.055	0131-0058
17.480	104.142	0131-0058
17.429	104.228	0131-0058
17.379	104.315	0131-0058
17.329	104.401	0131-0058
17.278	104.487	0131-0058
17.228	104.574	0131-0058
17.177	104.660	0131-0058
17.127	104.747	0131-0058
17.077	104.833	0131-0058
17.026	104.919	0131-0058
16.976	105.006	0131-0058
16.925	105.092	0131-0058
16.875	105.178	0131-0058
16.825	105.265	0131-0058
16.774	105.351	0131-0058
16.724	105.438	0131-0058
16.674	105.524	0131-0058
16.623	105.610	0131-0058
16.573	105.697	0131-0058
16.522	105.783	0131-0058
16.472	105.869	0131-0058
16.422	105.956	0131-0058
16.371	106.042	0131-0058
16.321	106.129	0131-0058
16.270	106.215	0131-0058
16.220	106.301	0131-0058
16.170	106.388	0131-0058
16.119	106.474	0131-0058
16.069	106.560	0131-0058
16.019	106.647	0131-0058
15.968	106.733	0131-0058
15.918	106.820	0131-0058
15.867	106.906	0131-0058
15.817	106.992	0131-0058
15.767	107.079	0131-0058
15.716	107.165	0131-0058
15.666	107.252	0131-0058
15.630	107.345	0131-0058
15.593	107.438	0131-0058
15.557	107.531	0131-0058
15.520	107.624	0131-0058
15.484	107.717	0131-0058
15.448	107.810	0131-0058
15.411	107.904	0131-0058
15.375	107.997	0131-0058
15.339	108.090	0131-0058
15.302	108.183	0131-0058
15.266	108.276	0131-0058
15.229	108.369	0131-0058
15.193	108.463	0131-0058
15.157	108.556	0131-0058
15.120	108.649	0131-0058
15.084	108.742	0131-0058
15.047	108.835	0131-0058
15.011	108.928	0131-0058
14.975	109.021	0131-0058
14.938	109.115	0131-0058
14.902	109.208	0131-0058
14.866	109.301	0131-0058
14.829	109.394	0131-0058
14.793	109.487	0131-0058
14.756	109.580	0131-0058
14.720	109.673	0131-0058
14.684	109.767	0131-0058
14.647	109.860	0131-0058
14.611	109.953	0131-0058
14.574	110.046	0131-0058
14.538	110.139	0131-0058
14.502	110.232	0131-0058
14.465	110.325	0131-0058
14.429	110.419	0131-0058
14.393	110.512	0131-0058
14.356	110.605	0131-0058
14.320	110.698	0131-0058
14.283	110.791	0131-0058
14.247	110.884	0131-0058
14.211	110.977	0131-0058
14.174	111.071	0131-0058
14.138	111.164	0131-0058
14.101	111.257	0131-0058
14.065	111.350	0131-0058
14.029	111.443	0131-0058
13.992	111.536	0131-0058
13.956	111.629	0131-0058
13.920	111.723	0131-0058
13.883	111.816	0131-0058
13.847	111.909	0131-0058
13.810	112.002	0131-0058
13.774	112.095	0131-0058
13.738	112.188	0131-0058
13.701	112.281	0131-0058
13.665	112.375	0131-0058
13.628	112.468	0131-0058
13.592	112.561	0131-0058
13.577	112.660	0131-0058
13.568	112.759	0131-0058
13.560	112.859	0131-0058
13.551	112.959	0131-0058
13.542	113.058	0131-0058
13.534	113.158	0131-0058
13.525	113.258	0131-0058
13.517	113.357	0131-0058
13.508	113.457	0131-0058
13.499	113.556	0131-0058
13.491	113.656	0131-0058
13.482	113.756	0131-0058
13.474	113.855	0131-0058
13.465	113.955	0131-0058
13.457	114.055	0131-0058
13.448	114.154	0131-0058
13.439	114.254	0131-0058
13.431	114.353	0131-0058
13.422	114.453	0131-0058
13.414	114.553	0131-0058
13.405	114.652	0131-0058
13.396	114.752	0131-0058
13.388	114.852	0131-0058
13.379	114.951	0131-0058
13.371	115.051	0131-0058
13.362	115.150	0131-0058
13.353	115.250	0131-0058
13.345	115.350	0131-0058
13.336	115.449	0131-0058
13.328	115.549	0131-0058
13.319	115.649	0131-0058
13.310	115.748	0131-0058
13.302	115.848	0131-0058
13.293	115.948	0131-0058
13.285	116.047	0131-0058
13.276	116.147	0131-0058
13.268	116.246	0131-0058
13.259	116.346	0131-0058
13.250	116.446	0131-0058
13.242	116.545	0131-0058
13.233	116.645	0131-0058
13.225	116.745	0131-0058
13.216	116.844	0131-0058
13.207	116.944	0131-0058
13.199	117.043	0131-0058
13.190	117.143	0131-0058
13.182	117.243	0131-0058
13.173	117.342	0131-0058
13.171	117.442	0131-0058
13.186	117.541	0131-0058
13.202	117.640	0131-0058
13.217	117.739	0131-0058
13.233	117.837	0131-0058
13.248	117.936	0131-0058
13.264	118.035	0131-0058
13.279	118.134	0131-0058
13.295	118.233	0131-0058
13.311	118.331	0131-0058
13.326	118.430	0131-0058
13.342	118.529	0131-0058
13.357	118.628	0131-0058
13.373	118.727	0131-0058
13.388	118.825	0131-0058
13.404	118.924	0131-0058
13.419	119.023	0131-0058
13.435	119.122	0131-0058
13.450	119.220	0131-0058
13.466	119.319	0131-0058
13.481	119.418	0131-0058
13.497	119.517	0131-0058
13.513	119.616	0131-0058
13.528	119.714	0131-0058
13.544	119.813	0131-0058
13.559	119.912	0131-0058
13.575	120.011	0131-0058
13.590	120.110	0131-0058
13.606	120.208	0131-0058
13.621	120.307	0131-0058
13.637	120.406	0131-0058
13.652	120.505	0131-0058
13.668	120.603	0131-0058
13.684	120.702	0131-0058
